year,LDPCombined,,YearCalc,...2,kuname,pid,year,name_jp,prewruns,prewwins,run1946,win1946,totcruns,totcwins,legis,yr,ken,kunr,kucode,kucoder,region,prcode,result,inc,party_jp,party_en,party_id,ku_vote,ku_totvote,ku_electorate,ku_voteshare,ku_rank,ku_m,ku_ncand,pr_partyvote,pr_totvote,pr_electorate,pr_voteshare,pr_m,pr_partyseats,pr_rank,pr_ncand,pr_rerank,byelection,bycause,mtentry,mtexit,poptotal,popmale,popfemale,popunder15,popover65,popdid,popdensity,work1st,work2nd,work3rd,depurgee,female,byear,age,exp,limit,totexp,LDPCombined
1983,1,3063,1,24642,Tokyo 11,17771,1983,<U+77F3><U+5DDD><U+8981><U+4E09>,0,0,0,0,4,4,37,15,Tokyo,11,1311,1311,Tokyo,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,125872,768579,1223564,0.16377236,1,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1812735,927350,885385,417653,124471,1529572,0.84380001,12989,279788,521813,0,0,1925,58,15182192,19291200,102500000,1
1983,1,3067,1,24646,Tokyo 11,17805,1983,<U+77F3><U+6E21><U+7167><U+4E45>,0,0,0,0,1,0,37,15,Tokyo,11,1311,1311,Tokyo,0,0,0,<U+81EA><U+6C11><U+515A>,LDP,1,76154,768579,1223564,0.09908415,6,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1812735,927350,885385,417653,124471,1529572,0.84380001,12989,279788,521813,0,0,1930,53,17481313,19291200,102500000,1
1983,0,3077,1,24930,Tokyo 2,10203,1983,<U+4E0A><U+7530><U+54F2>,0,0,0,0,3,3,37,15,Tokyo,2,1302,1302,Tokyo,0,1,1,<U+793E><U+4F1A><U+515A>,JSP,2,63732,459622,781973,0.13866177,4,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1048907,529354,519553,187131,99136,1015285,0.96789998,3937,189901,361820,0,0,1928,55,13837657,15097800,103900000,0
1983,1,3082,1,24957,Tokyo 2,11311,1983,<U+4F50><U+85E4><U+88D5><U+5F66>,0,0,0,0,1,0,37,15,Tokyo,2,1302,1302,Tokyo,0,0,0,<U+81EA><U+6C11><U+515A>,LDP,1,18303,459622,781973,0.03982185,8,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1048907,529354,519553,187131,99136,1015285,0.96789998,3937,189901,361820,0,0,1958,25,10750932,15097800,103900000,1
1983,0,3083,1,24974,Tokyo 2,12195,1983,<U+54C1><U+5DDD><U+53F8>,0,0,0,0,10,0,37,15,Tokyo,2,1302,1302,Tokyo,0,0,0,<U+8AF8><U+6D3E>,Minor Party,99,1203,459622,781973,0.00261737,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1048907,529354,519553,187131,99136,1015285,0.96789998,3937,189901,361820,0,0,1910,73,13590577,15097800,103900000,0
1983,0,3085,1,24982,Tokyo 2,12571,1983,<U+5927><U+5185><U+5553><U+4F0D>,0,0,0,0,4,4,37,15,Tokyo,2,1302,1302,Tokyo,0,1,1,<U+6C11><U+4E3B><U+793E><U+4F1A><U+515A>,DSP,4,64407,459622,781973,0.14013037,3,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1048907,529354,519553,187131,99136,1015285,0.96789998,3937,189901,361820,0,0,1930,53,13617468,15097800,103900000,0
1983,0,3090,1,25029,Tokyo 2,14115,1983,<U+5CA1><U+5D0E><U+4E07><U+5BFF><U+79C0>,0,0,0,0,1,1,37,15,Tokyo,2,1302,1302,Tokyo,0,1,0,<U+5171><U+7523><U+515A>,JCP,5,58960,459622,781973,0.12827933,5,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1048907,529354,519553,187131,99136,1015285,0.96789998,3937,189901,361820,0,0,1930,53,9347433,15097800,103900000,0
1983,1,3096,1,25044,Tokyo 2,14932,1983,<U+65B0><U+4E95><U+5C06><U+656C>,0,0,0,0,1,0,37,15,Tokyo,2,1302,1302,Tokyo,0,0,0,<U+81EA><U+6C11><U+515A>,LDP,1,40393,459622,781973,0.08788309,6,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1048907,529354,519553,187131,99136,1015285,0.96789998,3937,189901,361820,0,0,1948,35,13091480,15097800,103900000,1
1983,0,3102,1,25081,Tokyo 2,17678,1983,<U+77F3><U+4E95><U+5149><U+7FA9>,0,0,0,0,1,0,37,15,Tokyo,2,1302,1302,Tokyo,0,0,0,<U+65B0><U+81EA><U+7531><U+30AF><U+30E9><U+30D6>,NLC,11,36225,459622,781973,0.07881477,7,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1048907,529354,519553,187131,99136,1015285,0.96789998,3937,189901,361820,0,0,1932,51,4819085,15097800,103900000,0
1983,1,3103,1,25086,Tokyo 2,17717,1983,<U+77F3><U+539F><U+614E><U+592A><U+90CE>,0,0,0,0,5,5,37,15,Tokyo,2,1302,1302,Tokyo,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,96386,459622,781973,0.20970711,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1048907,529354,519553,187131,99136,1015285,0.96789998,3937,189901,361820,0,0,1932,51,14729056,15097800,103900000,1
1983,0,3110,1,25128,Tokyo 2,19522,1983,<U+9234><U+5207><U+5EB7><U+96C4>,0,0,0,0,7,7,37,15,Tokyo,2,1302,1302,Tokyo,0,1,1,<U+516C><U+660E><U+515A>,Komeito,3,80013,459622,781973,0.17408436,2,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1048907,529354,519553,187131,99136,1015285,0.96789998,3937,189901,361820,0,0,1926,57,10080840,15097800,103900000,0
1983,0,3118,1,25354,Tokyo 3,10896,1983,<U+4ECA><U+4E95><U+4F38><U+82F1>,0,0,0,0,3,0,37,15,Tokyo,3,1303,1303,Tokyo,0,0,0,<U+5171><U+7523><U+515A>,JCP,5,47304,449653,794489,0.10520112,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1076715,539077,537638,178088,98142,1076715,1,2793,125132,400646,0,0,1935,48,8427392,16290600,68496256,0
1983,0,3122,1,25363,Tokyo 3,11956,1983,<U+53E4><U+8CC0><U+88D5><U+4E5F>,0,0,0,0,1,0,37,15,Tokyo,3,1303,1303,Tokyo,0,0,0,<U+8AF8><U+6D3E>,Minor Party,99,1810,449653,794489,0.00402533,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1076715,539077,537638,178088,98142,1076715,1,2793,125132,400646,0,0,1940,43,3585582,16290600,68496256,0
1983,1,3126,1,25387,Tokyo 3,13326,1983,<U+5C0F><U+5742><U+5FB3><U+4E09><U+90CE>,0,0,0,0,6,6,37,15,Tokyo,3,1303,1303,Tokyo,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,74386,449653,794489,0.16542979,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1076715,539077,537638,178088,98142,1076715,1,2793,125132,400646,0,0,1916,67,11188550,16290600,68496256,1
1983,0,3128,1,25392,Tokyo 3,13433,1983,<U+5C0F><U+6749><U+9686>,0,0,0,0,3,2,37,15,Tokyo,3,1303,1303,Tokyo,0,1,1,<U+65B0><U+81EA><U+7531><U+30AF><U+30E9><U+30D6>,NLC,11,103771,449653,794489,0.23078018,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1076715,539077,537638,178088,98142,1076715,1,2793,125132,400646,0,0,1935,48,10824305,16290600,68496256,0
1983,0,3132,1,25402,Tokyo 3,13957,1983,<U+5C71><U+672C><U+653F><U+5F18>,0,0,0,0,7,7,37,15,Tokyo,3,1303,1303,Tokyo,0,1,1,<U+793E><U+4F1A><U+515A>,JSP,2,79313,449653,794489,0.17638713,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1076715,539077,537638,178088,98142,1076715,1,2793,125132,400646,0,0,1918,65,10840915,16290600,68496256,0
1983,0,3139,1,25464,Tokyo 3,16548,1983,<U+6C60><U+7530><U+514B><U+4E5F>,0,0,0,0,4,3,37,15,Tokyo,3,1303,1303,Tokyo,0,1,0,<U+516C><U+660E><U+515A>,Komeito,3,73928,449653,794489,0.16441122,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1076715,539077,537638,178088,98142,1076715,1,2793,125132,400646,0,0,1937,46,7844062,16290600,68496256,0
1983,1,3144,1,25508,Tokyo 3,19145,1983,<U+8D8A><U+667A><U+901A><U+96C4>,0,0,0,0,5,4,37,15,Tokyo,3,1303,1303,Tokyo,0,0,1,<U+81EA><U+6C11><U+515A>,LDP,1,69141,449653,794489,0.15376524,5,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1076715,539077,537638,178088,98142,1076715,1,2793,125132,400646,0,0,1929,54,15785447,16290600,68496256,1
1983,0,3152,1,25559,Tokyo 4,11132,1983,<U+4F50><U+3005><U+6728><U+6E05><U+6210>,0,0,0,0,1,0,37,15,Tokyo,4,1304,1304,Tokyo,0,0,0,<U+8AF8><U+6D3E>,Minor Party,99,37135,462725,840600,0.08025285,7,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1125019,557167,567852,172263,107396,1125019,1,1277,124975,444377,0,0,1931,52,3849035,15431500,85677064,0
1983,0,3153,1,25579,Tokyo 4,12504,1983,<U+5897><U+7530><U+5353><U+4E8C>,0,0,0,0,1,0,37,15,Tokyo,4,1304,1304,Tokyo,0,0,0,<U+7121><U+6240><U+5C5E>,Independent,10,8469,462725,840600,0.01830245,9,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1125019,557167,567852,172263,107396,1125019,1,1277,124975,444377,0,0,1937,46,3530125,15431500,85677064,0
1983,0,3156,1,25587,Tokyo 4,12553,1983,<U+5927><U+4E45><U+4FDD><U+76F4><U+5F66>,0,0,0,0,6,6,37,15,Tokyo,4,1304,1304,Tokyo,0,1,1,<U+516C><U+660E><U+515A>,Komeito,3,66052,462725,840600,0.14274569,4,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1125019,557167,567852,172263,107396,1125019,1,1277,124975,444377,0,0,1936,47,8417128,15431500,85677064,0
1983,1,3162,1,25654,Tokyo 4,15000,1983,<U+65E5><U+9AD8><U+9054><U+592B>,0,0,0,0,1,0,37,15,Tokyo,4,1304,1304,Tokyo,0,0,0,<U+7121><U+6240><U+5C5E> (<U+81EA><U+6C11>),LDPI,1.5,11811,462725,840600,0.02552488,8,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1125019,557167,567852,172263,107396,1125019,1,1277,124975,444377,0,0,1945,38,7225638,15431500,85677064,1
1983,0,3165,1,25669,Tokyo 4,15585,1983,<U+677E><U+672C><U+5584><U+660E>,0,0,0,0,8,7,37,15,Tokyo,4,1304,1304,Tokyo,0,1,1,<U+5171><U+7523><U+515A>,JCP,5,67633,462725,840600,0.14616241,3,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1125019,557167,567852,172263,107396,1125019,1,1277,124975,444377,0,0,1926,57,11458794,15431500,85677064,0
1983,1,3177,1,25713,Tokyo 4,18276,1983,<U+7C95><U+8C37><U+8302>,0,0,0,0,5,5,37,15,Tokyo,4,1304,1304,Tokyo,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,78964,462725,840600,0.17064995,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1125019,557167,567852,172263,107396,1125019,1,1277,124975,444377,0,0,1926,57,12436504,15431500,85677064,1
1983,0,3181,1,25720,Tokyo 4,18301,1983,<U+7D30><U+6728><U+4E45><U+6176>,0,0,0,0,4,0,37,15,Tokyo,4,1304,1304,Tokyo,0,0,0,<U+7121><U+6240><U+5C5E>,Independent,10,3145,462725,840600,0.00679669,10,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1125019,557167,567852,172263,107396,1125019,1,1277,124975,444377,0,0,1939,44,5137367,15431500,85677064,0
1983,0,3184,1,25742,Tokyo 4,18714,1983,<U+85E4><U+539F><U+54F2><U+592A><U+90CE>,0,0,0,0,1,1,37,15,Tokyo,4,1304,1304,Tokyo,0,1,0,<U+6C11><U+4E3B><U+793E><U+4F1A><U+515A>,DSP,4,62166,462725,840600,0.13434761,5,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1125019,557167,567852,172263,107396,1125019,1,1277,124975,444377,0,0,1927,56,11350569,15431500,85677064,0
1983,0,3188,1,25761,Tokyo 4,19458,1983,<U+91D1><U+5B50><U+307F><U+3064>,0,0,0,0,6,5,37,15,Tokyo,4,1304,1304,Tokyo,0,1,1,<U+793E><U+4F1A><U+515A>,JSP,2,70620,462725,840600,0.15261765,2,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1125019,557167,567852,172263,107396,1125019,1,1277,124975,444377,0,1,1914,69,8405077,15431500,85677064,0
1983,1,3191,1,25778,Tokyo 4,20165,1983,<U+9AD8><U+6A4B><U+4E00><U+90CE>,0,0,0,0,1,0,37,15,Tokyo,4,1304,1304,Tokyo,0,0,0,<U+81EA><U+6C11><U+515A>,LDP,1,56730,462725,840600,0.12259982,6,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1125019,557167,567852,172263,107396,1125019,1,1277,124975,444377,0,0,1926,57,13866824,15431500,85677064,1
1983,1,3199,1,25803,Tokyo 5,10503,1983,<U+4E2D><U+6751><U+9756>,0,0,0,0,5,4,37,15,Tokyo,5,1305,1305.1,Tokyo,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,87493,344280,625680,0.25413326,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,860918,434168,426750,152313,70556,860918,1,2419,116034,308544,0,0,1932,51,8983730,16561600,56873552,1
1983,1,3207,1,25842,Tokyo 5,13514,1983,<U+5C0F><U+6797><U+8208><U+8D77>,0,0,0,0,1,0,37,15,Tokyo,5,1305,1305.1,Tokyo,0,0,0,<U+7121><U+6240><U+5C5E> (<U+81EA><U+6C11>),LDPI,1.5,22569,344280,625680,0.0655542,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,860918,434168,426750,152313,70556,860918,1,2419,116034,308544,0,0,1944,39,7109059,16561600,56873552,1
1983,1,3211,1,25858,Tokyo 5,14043,1983,<U+5C71><U+7530><U+5FE0><U+7FA9>,0,0,0,0,7,0,37,15,Tokyo,5,1305,1305.1,Tokyo,0,0,0,<U+7121><U+6240><U+5C5E> (<U+81EA><U+6C11>),LDPI,1.5,30507,344280,625680,0.08861101,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,860918,434168,426750,152313,70556,860918,1,2419,116034,308544,0,0,1932,51,8622062,16561600,56873552,1
1983,0,3212,1,25884,Tokyo 5,15232,1983,<U+6728><U+8C37><U+516B><U+58EB>,0,0,0,0,3,0,37,15,Tokyo,5,1305,1305.1,Tokyo,0,0,0,<U+5171><U+7523><U+515A>,JCP,5,55639,344280,625680,0.16160974,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,860918,434168,426750,152313,70556,860918,1,2419,116034,308544,0,0,1934,49,10567886,16561600,56873552,0
1983,0,3219,1,25973,Tokyo 5,19725,1983,<U+9577><U+7530><U+6B66><U+58EB>,0,0,0,0,4,4,37,15,Tokyo,5,1305,1305.1,Tokyo,0,1,1,<U+516C><U+660E><U+515A>,Komeito,3,78063,344280,625680,0.22674277,2,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,860918,434168,426750,152313,70556,860918,1,2419,116034,308544,0,0,1931,52,11371738,16561600,56873552,0
1983,0,3223,1,25994,Tokyo 5,20263,1983,<U+9AD8><U+6CA2><U+5BC5><U+7537>,0,0,0,0,5,5,37,15,Tokyo,5,1305,1305.1,Tokyo,0,1,1,<U+793E><U+4F1A><U+515A>,JSP,2,70009,344280,625680,0.20334902,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,860918,434168,426750,152313,70556,860918,1,2419,116034,308544,0,0,1926,57,10219079,16561600,56873552,0
1983,0,3228,1,26010,Tokyo 6,10260,1983,<U+4E0D><U+7834><U+54F2><U+4E09>,0,0,0,0,6,6,37,15,Tokyo,6,1306,1306.1,Tokyo,0,1,1,<U+5171><U+7523><U+515A>,JCP,5,61129,357131,589395,0.17116688,3,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,802661,406047,396614,153328,72057,802661,1,381,162169,270499,0,0,1930,53,8823690,14843700,63774476,0
1983,0,3232,1,26025,Tokyo 6,11048,1983,<U+4F0A><U+85E4><U+660C><U+5F18>,0,0,0,0,4,1,37,15,Tokyo,6,1306,1306.1,Tokyo,0,1,0,<U+6C11><U+4E3B><U+793E><U+4F1A><U+515A>,DSP,4,56266,357131,589395,0.15755003,4,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,802661,406047,396614,153328,72057,802661,1,381,162169,270499,0,0,1927,56,8997752,14843700,63774476,0
1983,1,3240,1,26079,Tokyo 6,12856,1983,<U+5929><U+91CE><U+516C><U+7FA9>,0,0,1,0,15,10,37,15,Tokyo,6,1306,1306.1,Tokyo,0,0,1,<U+81EA><U+6C11><U+515A>,LDP,1,51955,357131,589395,0.14547883,5,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,802661,406047,396614,153328,72057,802661,1,381,162169,270499,0,0,1921,62,11569415,14843700,63774476,1
1983,1,3243,1,26110,Tokyo 6,13802,1983,<U+5C71><U+53E3><U+30B7><U+30C5><U+30A8>,0,0,1,1,15,12,37,15,Tokyo,6,1306,1306.1,Tokyo,0,0,0,<U+81EA><U+6C11><U+515A>,LDP,1,27004,357131,589395,0.07561371,6,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,802661,406047,396614,153328,72057,802661,1,381,162169,270499,0,1,1917,66,10736048,14843700,63774476,1
1983,0,3245,1,26161,Tokyo 6,15073,1983,<U+6709><U+5CF6><U+91CD><U+6B66>,0,0,0,0,7,7,37,15,Tokyo,6,1306,1306.1,Tokyo,0,1,1,<U+516C><U+660E><U+515A>,Komeito,3,69691,357131,589395,0.19514128,1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,802661,406047,396614,153328,72057,802661,1,381,162169,270499,0,0,1924,59,8529048,14843700,63774476,0
1983,1,3251,1,26183,Tokyo 6,15853,1983,<U+67FF><U+6CA2><U+5F18><U+6CBB>,0,0,0,0,2,2,37,15,Tokyo,6,1306,1306.1,Tokyo,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,65209,357131,589395,0.18259126,2,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,802661,406047,396614,153328,72057,802661,1,381,162169,270499,0,0,1933,50,7628531,14843700,63774476,1
1983,0,3256,1,26201,Tokyo 6,16852,1983,<U+6DF1><U+4F5C><U+6E05><U+6B21><U+90CE>,0,0,0,0,8,0,37,15,Tokyo,6,1306,1306.1,Tokyo,0,0,0,<U+53CD><U+30BD><U+6C7A><U+6B7B><U+968A>,Minor Party,99,422,357131,589395,0.00118164,8,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,802661,406047,396614,153328,72057,802661,1,381,162169,270499,0,0,1911,72,NA,14843700,63774476,0
1983,0,3262,1,26278,Tokyo 6,20329,1983,<U+9BAB><U+5CF6><U+5C06><U+592B>,0,0,0,0,1,0,37,15,Tokyo,6,1306,1306.1,Tokyo,0,0,0,<U+793E><U+4F1A><U+515A>,JSP,2,25455,357131,589395,0.07127637,7,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,802661,406047,396614,153328,72057,802661,1,381,162169,270499,0,0,1933,50,7489992,14843700,63774476,0
1983,0,3268,1,26342,Tokyo 7,12692,1983,<U+5927><U+677E><U+660E><U+5247>,0,0,0,0,1,0,37,15,Tokyo,7,1307,1307.1,Tokyo,0,0,0,<U+6C11><U+4E3B><U+793E><U+4F1A><U+515A>,DSP,4,49227,641650,1081159,0.0767194,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1545047,785490,759558,322557,111909,1524406,0.98659998,9113,217008,493753,0,0,1940,43,5310951,18298100,59038868,0
1983,0,3271,1,26353,Tokyo 7,12826,1983,<U+5927><U+91CE><U+6F54>,0,0,0,0,7,7,37,15,Tokyo,7,1307,1307.1,Tokyo,0,1,1,<U+516C><U+660E><U+515A>,Komeito,3,110458,641650,1081159,0.17214681,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1545047,785490,759558,322557,111909,1524406,0.98659998,9113,217008,493753,0,0,1930,53,7654181,18298100,59038868,0
1983,1,3275,1,26372,Tokyo 7,13564,1983,<U+5C0F><U+6CA2><U+6F54>,0,0,0,0,3,3,37,15,Tokyo,7,1307,1307.1,Tokyo,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,99110,641650,1081159,0.15446115,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1545047,785490,759558,322557,111909,1524406,0.98659998,9113,217008,493753,0,0,1927,56,10649892,18298100,59038868,1
1983,0,3281,1,26399,Tokyo 7,14488,1983,<U+5DE5><U+85E4><U+6643>1,0,0,0,0,4,3,37,15,Tokyo,7,1307,1307.1,Tokyo,0,1,0,<U+5171><U+7523><U+515A>,JCP,5,103751,641650,1081159,0.16169407,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1545047,785490,759558,322557,111909,1524406,0.98659998,9113,217008,493753,0,0,1926,57,10831615,18298100,59038868,0
1983,0,3284,1,26402,Tokyo 7,14537,1983,<U+5E38><U+677E><U+88D5><U+5FD7>,0,0,0,0,1,0,37,15,Tokyo,7,1307,1307.1,Tokyo,0,0,0,<U+793E><U+4F1A><U+515A>,JSP,2,80496,641650,1081159,0.12545157,5,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1545047,785490,759558,322557,111909,1524406,0.98659998,9113,217008,493753,0,0,1940,43,9720129,18298100,59038868,0
1983,1,3293,1,26476,Tokyo 7,18046,1983,<U+79CB><U+672C><U+6587><U+592B>,0,0,0,0,2,0,37,15,Tokyo,7,1307,1307.1,Tokyo,0,0,0,<U+81EA><U+6C11><U+515A>,LDP,1,70908,641650,1081159,0.11050884,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1545047,785490,759558,322557,111909,1524406,0.98659998,9113,217008,493753,0,0,1935,48,5476056,18298100,59038868,1
1983,0,3295,1,26488,Tokyo 7,18559,1983,<U+83C5><U+76F4><U+4EBA>,0,0,0,0,4,2,37,15,Tokyo,7,1307,1307.1,Tokyo,0,1,1,<U+793E><U+4F1A><U+6C11><U+4E3B><U+9023><U+5408>,SDL,19,127700,641650,1081159,0.19901816,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,1545047,785490,759558,322557,111909,1524406,0.98659998,9113,217008,493753,0,0,1946,37,9396045,18298100,59038868,0
1983,0,3299,1,26519,Tokyo 8,10389,1983,<U+4E2D><U+5DDD><U+5609><U+7F8E>,0,0,0,0,6,4,37,15,Tokyo,8,1308,1308,Tokyo,0,1,0,<U+516C><U+660E><U+515A>,Komeito,3,55015,225716,353728,0.24373549,2,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,460031,227101,232930,72707,56739,460031,1,298,67854,186596,0,0,1933,50,9686229,14017100,33373336,0
1983,0,3301,1,26534,Tokyo 8,11887,1983,<U+53CB><U+90E8><U+9054><U+592B>,0,0,0,0,1,0,37,15,Tokyo,8,1308,1308,Tokyo,0,0,0,<U+5E74><U+91D1><U+515A>,Minor Party,99,6042,225716,353728,0.02676815,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,460031,227101,232930,72707,56739,460031,1,298,67854,186596,0,0,1928,55,NA,14017100,33373336,0
1983,0,3304,1,26539,Tokyo 8,12510,1983,<U+5897><U+7530><U+771F><U+4E00>,0,0,0,0,3,0,37,15,Tokyo,8,1308,1308,Tokyo,0,0,0,<U+653F><U+4E8B><U+516C><U+56E3><U+592A><U+5E73><U+4F1A>,Minor Party,99,179,225716,353728,0.00079303,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,460031,227101,232930,72707,56739,460031,1,298,67854,186596,0,0,1923,60,NA,14017100,33373336,0
1983,1,3310,1,26568,Tokyo 8,16868,1983,<U+6DF1><U+8C37><U+9686><U+53F8>,0,0,0,0,5,4,37,15,Tokyo,8,1308,1308,Tokyo,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,53826,225716,353728,0.23846781,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,460031,227101,232930,72707,56739,460031,1,298,67854,186596,0,0,1935,48,10190343,14017100,33373336,1
1983,0,3314,1,26595,Tokyo 8,19483,1983,<U+91D1><U+5B50><U+6E80><U+5E83>,0,0,0,0,7,3,37,15,Tokyo,8,1308,1308,Tokyo,0,0,1,<U+5171><U+7523><U+515A>,JCP,5,50757,225716,353728,0.22487108,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,460031,227101,232930,72707,56739,460031,1,298,67854,186596,0,0,1924,59,8764917,14017100,33373336,0
1983,1,3319,1,26610,Tokyo 8,20344,1983,<U+9CE9><U+5C71><U+90A6><U+592B>,0,0,0,0,4,3,37,15,Tokyo,8,1308,1308,Tokyo,0,1,1,<U+81EA><U+6C11><U+515A>,LDP,1,59897,225716,353728,0.26536444,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,460031,227101,232930,72707,56739,460031,1,298,67854,186596,0,0,1948,35,4731848,14017100,33373336,1
1983,0,3324,1,26621,Tokyo 9,10353,1983,<U+4E2D><U+5CF6><U+6B66><U+654F>,0,0,0,0,6,4,37,15,Tokyo,9,1309,1309,Tokyo,0,1,1,<U+5171><U+7523><U+515A>,JCP,5,73620,378403,639963,0.19455448,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,878171,440820,437351,162726,75675,878171,1,738,146840,296914,0,0,1928,55,10662232,16692200,44278864,0
1983,0,3328,1,26626,Tokyo 9,10457,1983,<U+4E2D><U+6751><U+5DCC>,0,0,0,0,1,1,37,15,Tokyo,9,1309,1309,Tokyo,0,1,0,<U+516C><U+660E><U+515A>,Komeito,3,89284,378403,639963,0.2359495,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,878171,440820,437351,162726,75675,878171,1,738,146840,296914,0,0,1934,49,5541952,16692200,44278864,0
1983,0,3331,1,26632,Tokyo 9,10930,1983,<U+4ECA><U+6B63><U+4E00>,0,0,0,0,2,0,37,15,Tokyo,9,1309,1309,Tokyo,0,0,0,<U+793E><U+4F1A><U+515A>,JSP,2,54809,378403,639963,0.14484293,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,.,0,0,878171,440820,437351,162726,75675,878171,1,738,146840,296914,0,0,1929,54,6610237,16692200,44278864,0
